file,type,value,rate
wrong_true_abc_5,unit_id,unit_89,0.02
wrong_true_abc_5,unit_id,unit_91,0.02
wrong_true_abc_5,unit_id,unit_93,0.02
wrong_true_abc_5,unit_id,unit_95,0.02
wrong_true_abc_5,unit_id,unit_97,0.02
wrong_true_abc_5,unit_id,unit_99,0.02
wrong_true_all_10,unit_id,unit_0,0.01
wrong_true_all_10,unit_id,unit_1,0.01
wrong_true_all_10,unit_id,unit_10,0.01
wrong_true_all_10,unit_id,unit_11,0.01
wrong_true_all_10,unit_id,unit_12,0.01
wrong_true_all_10,unit_id,unit_121,0.01
wrong_true_all_10,unit_id,unit_123,0.01
wrong_true_all_10,unit_id,unit_125,0.01
wrong_true_all_10,unit_id,unit_127,0.01
wrong_true_all_10,unit_id,unit_129,0.01
wrong_true_all_10,unit_id,unit_13,0.01
wrong_true_all_10,unit_id,unit_131,0.01
wrong_true_all_10,unit_id,unit_133,0.01
wrong_true_all_10,unit_id,unit_135,0.01
wrong_true_all_10,unit_id,unit_137,0.01
wrong_true_all_10,unit_id,unit_139,0.01
wrong_true_all_10,unit_id,unit_14,0.01
wrong_true_all_10,unit_id,unit_140,0.01
wrong_true_all_10,unit_id,unit_142,0.01
wrong_true_all_10,unit_id,unit_144,0.01
wrong_true_all_10,unit_id,unit_146,0.01
wrong_true_all_10,unit_id,unit_148,0.01
wrong_true_all_10,unit_id,unit_15,0.01
wrong_true_all_10,unit_id,unit_150,0.01
wrong_true_all_10,unit_id,unit_152,0.01
wrong_true_all_10,unit_id,unit_154,0.01
wrong_true_all_10,unit_id,unit_156,0.01
wrong_true_all_10,unit_id,unit_158,0.01
wrong_true_all_10,unit_id,unit_16,0.01
wrong_true_all_10,unit_id,unit_160,0.01
wrong_true_all_10,unit_id,unit_162,0.01
wrong_true_all_10,unit_id,unit_164,0.01
wrong_true_all_10,unit_id,unit_166,0.01
wrong_true_all_10,unit_id,unit_168,0.01
wrong_true_all_10,unit_id,unit_17,0.01
wrong_true_all_10,unit_id,unit_170,0.01
wrong_true_all_10,unit_id,unit_172,0.01
wrong_true_all_10,unit_id,unit_174,0.01
wrong_true_all_10,unit_id,unit_176,0.01
wrong_true_all_10,unit_id,unit_178,0.01
wrong_true_all_10,unit_id,unit_18,0.01
wrong_true_all_10,unit_id,unit_181,0.01
wrong_true_all_10,unit_id,unit_183,0.01
wrong_true_all_10,unit_id,unit_185,0.01
wrong_true_all_10,unit_id,unit_187,0.01
wrong_true_all_10,unit_id,unit_189,0.01
wrong_true_all_10,unit_id,unit_19,0.01
wrong_true_all_10,unit_id,unit_191,0.01
wrong_true_all_10,unit_id,unit_193,0.01
wrong_true_all_10,unit_id,unit_195,0.01
wrong_true_all_10,unit_id,unit_197,0.01
wrong_true_all_10,unit_id,unit_199,0.01
wrong_true_all_10,unit_id,unit_2,0.01
wrong_true_all_10,unit_id,unit_21,0.01
wrong_true_all_10,unit_id,unit_23,0.01
wrong_true_all_10,unit_id,unit_25,0.01
wrong_true_all_10,unit_id,unit_27,0.01
wrong_true_all_10,unit_id,unit_29,0.01
wrong_true_all_10,unit_id,unit_3,0.01
wrong_true_all_10,unit_id,unit_31,0.01
wrong_true_all_10,unit_id,unit_33,0.01
wrong_true_all_10,unit_id,unit_35,0.01
wrong_true_all_10,unit_id,unit_37,0.01
wrong_true_all_10,unit_id,unit_39,0.01
wrong_true_all_10,unit_id,unit_4,0.01
wrong_true_all_10,unit_id,unit_40,0.01
wrong_true_all_10,unit_id,unit_41,0.01
wrong_true_all_10,unit_id,unit_42,0.01
wrong_true_all_10,unit_id,unit_43,0.01
wrong_true_all_10,unit_id,unit_44,0.01
wrong_true_all_10,unit_id,unit_45,0.01
wrong_true_all_10,unit_id,unit_46,0.01
wrong_true_all_10,unit_id,unit_47,0.01
wrong_true_all_10,unit_id,unit_48,0.01
wrong_true_all_10,unit_id,unit_49,0.01
wrong_true_all_10,unit_id,unit_5,0.01
wrong_true_all_10,unit_id,unit_50,0.01
wrong_true_all_10,unit_id,unit_51,0.01
wrong_true_all_10,unit_id,unit_52,0.01
wrong_true_all_10,unit_id,unit_53,0.01
wrong_true_all_10,unit_id,unit_54,0.01
wrong_true_all_10,unit_id,unit_55,0.01
wrong_true_all_10,unit_id,unit_56,0.01
wrong_true_all_10,unit_id,unit_57,0.01
wrong_true_all_10,unit_id,unit_58,0.01
wrong_true_all_10,unit_id,unit_59,0.01
wrong_true_all_10,unit_id,unit_6,0.01
wrong_true_all_10,unit_id,unit_7,0.01
wrong_true_all_10,unit_id,unit_8,0.01
wrong_true_all_10,unit_id,unit_81,0.01
wrong_true_all_10,unit_id,unit_83,0.01
wrong_true_all_10,unit_id,unit_85,0.01
wrong_true_all_10,unit_id,unit_87,0.01
wrong_true_all_10,unit_id,unit_89,0.01
wrong_true_all_10,unit_id,unit_9,0.01
wrong_true_all_10,unit_id,unit_91,0.01
wrong_true_all_10,unit_id,unit_93,0.01
wrong_true_all_10,unit_id,unit_95,0.01
wrong_true_all_10,unit_id,unit_97,0.01
wrong_true_all_10,unit_id,unit_99,0.01
wrong_true_politifact_5,unit_id,unit_0,0.02
wrong_true_politifact_5,unit_id,unit_10,0.02
wrong_true_politifact_5,unit_id,unit_12,0.02
wrong_true_politifact_5,unit_id,unit_121,0.02
wrong_true_politifact_5,unit_id,unit_123,0.02
wrong_true_politifact_5,unit_id,unit_125,0.02
wrong_true_politifact_5,unit_id,unit_127,0.02
wrong_true_politifact_5,unit_id,unit_129,0.02
wrong_true_politifact_5,unit_id,unit_131,0.02
wrong_true_politifact_5,unit_id,unit_133,0.02
wrong_true_politifact_5,unit_id,unit_135,0.02
wrong_true_politifact_5,unit_id,unit_137,0.02
wrong_true_politifact_5,unit_id,unit_139,0.02
wrong_true_politifact_5,unit_id,unit_14,0.02
wrong_true_politifact_5,unit_id,unit_140,0.02
wrong_true_politifact_5,unit_id,unit_142,0.02
wrong_true_politifact_5,unit_id,unit_144,0.02
wrong_true_politifact_5,unit_id,unit_146,0.02
wrong_true_politifact_5,unit_id,unit_148,0.02
wrong_true_politifact_5,unit_id,unit_150,0.02
wrong_true_politifact_5,unit_id,unit_152,0.02
wrong_true_politifact_5,unit_id,unit_154,0.02
wrong_true_politifact_5,unit_id,unit_156,0.02
wrong_true_politifact_5,unit_id,unit_158,0.02
wrong_true_politifact_5,unit_id,unit_16,0.02
wrong_true_politifact_5,unit_id,unit_18,0.02
wrong_true_politifact_5,unit_id,unit_2,0.02
wrong_true_politifact_5,unit_id,unit_21,0.02
wrong_true_politifact_5,unit_id,unit_23,0.02
wrong_true_politifact_5,unit_id,unit_25,0.02
wrong_true_politifact_5,unit_id,unit_27,0.02
wrong_true_politifact_5,unit_id,unit_29,0.02
wrong_true_politifact_5,unit_id,unit_31,0.02
wrong_true_politifact_5,unit_id,unit_33,0.02
wrong_true_politifact_5,unit_id,unit_35,0.02
wrong_true_politifact_5,unit_id,unit_37,0.02
wrong_true_politifact_5,unit_id,unit_39,0.02
wrong_true_politifact_5,unit_id,unit_4,0.02
wrong_true_politifact_5,unit_id,unit_40,0.02
wrong_true_politifact_5,unit_id,unit_42,0.02
wrong_true_politifact_5,unit_id,unit_44,0.02
wrong_true_politifact_5,unit_id,unit_46,0.02
wrong_true_politifact_5,unit_id,unit_48,0.02
wrong_true_politifact_5,unit_id,unit_50,0.02
wrong_true_politifact_5,unit_id,unit_52,0.02
wrong_true_politifact_5,unit_id,unit_54,0.02
wrong_true_politifact_5,unit_id,unit_56,0.02
wrong_true_politifact_5,unit_id,unit_58,0.02
wrong_true_politifact_5,unit_id,unit_6,0.02
wrong_true_politifact_5,unit_id,unit_8,0.02
